"Código","Unidade Territorial","UF","Referência","Taxa de Atualização Cadastral (TAC) para cálculo do Índice de Gestão Descentralizada do Município (IGD-M)"
"280330","JAPARATUBA","SE","12/2020","79.88"
"280340","JAPOATÃ","SE","12/2020","76.68"
"280350","LAGARTO","SE","12/2020","85.81"
"280360","LARANJEIRAS","SE","12/2020","81.43"
"280370","MACAMBIRA","SE","12/2020","86.71"
"280380","MALHADA DOS BOIS","SE","12/2020","79.35"
"280390","MALHADOR","SE","12/2020","81.44"
"280400","MARUIM","SE","12/2020","84.36"
"280410","MOITA BONITA","SE","12/2020","75.86"
"280420","MONTE ALEGRE DE SERGIPE","SE","12/2020","81.39"
"280430","MURIBECA","SE","12/2020","80.86"
"280440","NEÓPOLIS","SE","12/2020","75.11"
"280445","NOSSA SENHORA APARECIDA","SE","12/2020","91.75"
"280450","NOSSA SENHORA DA GLÓRIA","SE","12/2020","84.20"
"280460","NOSSA SENHORA DAS DORES","SE","12/2020","86.54"
"280470","NOSSA SENHORA DE LOURDES","SE","12/2020","82.59"
"280480","NOSSA SENHORA DO SOCORRO","SE","12/2020","86.51"
"280490","PACATUBA","SE","12/2020","84.13"
"280500","PEDRA MOLE","SE","12/2020","89.54"
"280510","PEDRINHAS","SE","12/2020","86.97"
"280520","PINHÃO","SE","12/2020","73.83"
"280530","PIRAMBU","SE","12/2020","91.10"
"280540","POÇO REDONDO","SE","12/2020","85.26"
"280550","POÇO VERDE","SE","12/2020","82.49"
"280560","PORTO DA FOLHA","SE","12/2020","80.88"
"280570","PROPRIÁ","SE","12/2020","89.26"
"280580","RIACHÃO DO DANTAS","SE","12/2020","86.33"
"280590","RIACHUELO","SE","12/2020","83.32"
"280600","RIBEIRÓPOLIS","SE","12/2020","82.76"
"280610","ROSÁRIO DO CATETE","SE","12/2020","81.14"
"280620","SALGADO","SE","12/2020","74.40"
"280630","SANTA LUZIA DO ITANHY","SE","12/2020","92.98"
"280640","SANTANA DO SÃO FRANCISCO","SE","12/2020","76.57"
"280650","SANTA ROSA DE LIMA","SE","12/2020","81.77"
"280660","SANTO AMARO DAS BROTAS","SE","12/2020","84.23"
"280670","SÃO CRISTÓVÃO","SE","12/2020","84.99"
"280680","SÃO DOMINGOS","SE","12/2020","84.38"
"280690","SÃO FRANCISCO","SE","12/2020","73.70"
"280700","SÃO MIGUEL DO ALEIXO","SE","12/2020","95.87"
"280710","SIMÃO DIAS","SE","12/2020","91.41"
"280720","SIRIRI","SE","12/2020","88.89"
"280730","TELHA","SE","12/2020","76.14"
"280740","TOBIAS BARRETO","SE","12/2020","86.21"
"280750","TOMAR DO GERU","SE","12/2020","87.66"
"280760","UMBAÚBA","SE","12/2020","82.05"
"350010","ADAMANTINA","SP","12/2020","79.63"
"350020","ADOLFO","SP","12/2020","86.25"
"350030","AGUAÍ","SP","12/2020","82.50"
"350040","ÁGUAS DA PRATA","SP","12/2020","83.54"
"350050","ÁGUAS DE LINDÓIA","SP","12/2020","86.87"
"350055","ÁGUAS DE SANTA BÁRBARA","SP","12/2020","92.83"
"350060","ÁGUAS DE SÃO PEDRO","SP","12/2020","83.11"
"350070","AGUDOS","SP","12/2020","77.51"
"350075","ALAMBARI","SP","12/2020","79.10"
"350080","ALFREDO MARCONDES","SP","12/2020","88.72"
"350090","ALTAIR","SP","12/2020","87.32"
"350100","ALTINÓPOLIS","SP","12/2020","87.55"
"350110","ALTO ALEGRE","SP","12/2020","88.65"
"350115","ALUMÍNIO","SP","12/2020","83.26"
"350120","ÁLVARES FLORENCE","SP","12/2020","70.65"
"350130","ÁLVARES MACHADO","SP","12/2020","88.39"
"350140","ÁLVARO DE CARVALHO","SP","12/2020","93.26"
"350150","ALVINLÂNDIA","SP","12/2020","89.89"
"350160","AMERICANA","SP","12/2020","79.97"
"350170","AMÉRICO BRASILIENSE","SP","12/2020","87.73"
"350180","AMÉRICO DE CAMPOS","SP","12/2020","87.27"
"350190","AMPARO","SP","12/2020","79.89"
"350200","ANALÂNDIA","SP","12/2020","84.09"
"350210","ANDRADINA","SP","12/2020","79.12"
"350220","ANGATUBA","SP","12/2020","89.61"
"350230","ANHEMBI","SP","12/2020","85.43"
"350240","ANHUMAS","SP","12/2020","75.47"
"350250","APARECIDA","SP","12/2020","81.38"
"350260","APARECIDA DOESTE","SP","12/2020","85.22"
"350270","APIAÍ","SP","12/2020","83.80"
"350275","ARAÇARIGUAMA","SP","12/2020","88.98"
"350280","ARAÇATUBA","SP","12/2020","79.02"
"350290","ARAÇOIABA DA SERRA","SP","12/2020","87.33"
"350300","ARAMINA","SP","12/2020","80.08"
"350310","ARANDU","SP","12/2020","89.30"
"350315","ARAPEÍ","SP","12/2020","90.25"
"350320","ARARAQUARA","SP","12/2020","83.45"
"350330","ARARAS","SP","12/2020","87.09"
"350335","ARCO-ÍRIS","SP","12/2020","81.75"
"350340","AREALVA","SP","12/2020","86.09"
"350350","AREIAS","SP","12/2020","85.98"
"350360","AREIÓPOLIS","SP","12/2020","85.62"
"350370","ARIRANHA","SP","12/2020","80.86"
"350380","ARTUR NOGUEIRA","SP","12/2020","76.23"
"350390","ARUJÁ","SP","12/2020","84.45"
"350395","ASPÁSIA","SP","12/2020","84.57"
"350400","ASSIS","SP","12/2020","81.19"
"350410","ATIBAIA","SP","12/2020","78.58"
"350420","AURIFLAMA","SP","12/2020","81.14"
"350430","AVAÍ","SP","12/2020","81.66"
"350440","AVANHANDAVA","SP","12/2020","91.25"
"350450","AVARÉ","SP","12/2020","83.16"
"350460","BADY BASSITT","SP","12/2020","83.92"
"350470","BALBINOS","SP","12/2020","85.85"
"350480","BÁLSAMO","SP","12/2020","84.31"
"350490","BANANAL","SP","12/2020","85.44"
"350500","BARÃO DE ANTONINA","SP","12/2020","95.50"
"350510","BARBOSA","SP","12/2020","86.82"
"350520","BARIRI","SP","12/2020","92.55"
"350530","BARRA BONITA","SP","12/2020","84.80"
"350535","BARRA DO CHAPÉU","SP","12/2020","75.68"
"350540","BARRA DO TURVO","SP","12/2020","93.03"
"350550","BARRETOS","SP","12/2020","82.41"
"350560","BARRINHA","SP","12/2020","89.19"
"350570","BARUERI","SP","12/2020","83.35"
"350580","BASTOS","SP","12/2020","83.96"
"350590","BATATAIS","SP","12/2020","83.08"
"350600","BAURU","SP","12/2020","80.39"
"350610","BEBEDOURO","SP","12/2020","84.01"
"350620","BENTO DE ABREU","SP","12/2020","81.81"
"350630","BERNARDINO DE CAMPOS","SP","12/2020","85.68"
"350635","BERTIOGA","SP","12/2020","84.17"
"350640","BILAC","SP","12/2020","85.77"
"350650","BIRIGUI","SP","12/2020","84.69"
"350660","BIRITIBA MIRIM","SP","12/2020","84.26"
"350670","BOA ESPERANÇA DO SUL","SP","12/2020","85.96"
"350680","BOCAINA","SP","12/2020","83.85"
"350690","BOFETE","SP","12/2020","85.40"
"350700","BOITUVA","SP","12/2020","88.55"
"350710","BOM JESUS DOS PERDÕES","SP","12/2020","83.95"
"350715","BOM SUCESSO DE ITARARÉ","SP","12/2020","83.08"
"350720","BORÁ","SP","12/2020","95.61"
"350730","BORACÉIA","SP","12/2020","94.92"
"350740","BORBOREMA","SP","12/2020","85.60"
"350745","BOREBI","SP","12/2020","83.44"
"350750","BOTUCATU","SP","12/2020","81.91"
"350760","BRAGANÇA PAULISTA","SP","12/2020","79.44"
"350770","BRAÚNA","SP","12/2020","88.75"
"350775","BREJO ALEGRE","SP","12/2020","86.21"
"350780","BRODOWSKI","SP","12/2020","84.78"
"350790","BROTAS","SP","12/2020","81.26"
"350800","BURI","SP","12/2020","88.67"
"350810","BURITAMA","SP","12/2020","93.14"
"350820","BURITIZAL","SP","12/2020","93.81"
"350830","CABRÁLIA PAULISTA","SP","12/2020","90.67"
"350840","CABREÚVA","SP","12/2020","85.12"
"350850","CAÇAPAVA","SP","12/2020","79.65"
"350860","CACHOEIRA PAULISTA","SP","12/2020","82.69"
"350870","CACONDE","SP","12/2020","81.73"
"350880","CAFELÂNDIA","SP","12/2020","77.16"
"350890","CAIABU","SP","12/2020","75.14"
"350900","CAIEIRAS","SP","12/2020","83.86"
"350910","CAIUÁ","SP","12/2020","76.35"
"350920","CAJAMAR","SP","12/2020","87.19"
"350925","CAJATI","SP","12/2020","79.50"
"350930","CAJOBI","SP","12/2020","86.59"
"350940","CAJURU","SP","12/2020","81.29"
"350945","CAMPINA DO MONTE ALEGRE","SP","12/2020","78.89"
"350950","CAMPINAS","SP","12/2020","82.73"
"350960","CAMPO LIMPO PAULISTA","SP","12/2020","87.07"
"350970","CAMPOS DO JORDÃO","SP","12/2020","80.54"
"350980","CAMPOS NOVOS PAULISTA","SP","12/2020","82.43"
"350990","CANANÉIA","SP","12/2020","78.34"
"350995","CANAS","SP","12/2020","79.70"
"351000","CÂNDIDO MOTA","SP","12/2020","80.81"
"351010","CÂNDIDO RODRIGUES","SP","12/2020","81.73"
"351015","CANITAR","SP","12/2020","91.55"
"351020","CAPÃO BONITO","SP","12/2020","87.34"
"351030","CAPELA DO ALTO","SP","12/2020","89.67"
"351040","CAPIVARI","SP","12/2020","82.36"
"351050","CARAGUATATUBA","SP","12/2020","81.90"
"351060","CARAPICUÍBA","SP","12/2020","88.69"
"351070","CARDOSO","SP","12/2020","76.51"
"351080","CASA BRANCA","SP","12/2020","86.13"
"351090","CÁSSIA DOS COQUEIROS","SP","12/2020","79.37"
"351100","CASTILHO","SP","12/2020","81.74"
"351110","CATANDUVA","SP","12/2020","81.17"
"351120","CATIGUÁ","SP","12/2020","88.82"
"351130","CEDRAL","SP","12/2020","84.50"
"351140","CERQUEIRA CÉSAR","SP","12/2020","83.17"
"351150","CERQUILHO","SP","12/2020","91.62"
"351160","CESÁRIO LANGE","SP","12/2020","77.34"
"351170","CHARQUEADA","SP","12/2020","79.12"
"351190","CLEMENTINA","SP","12/2020","92.48"
"351200","COLINA","SP","12/2020","84.89"
"351210","COLÔMBIA","SP","12/2020","81.68"
"351220","CONCHAL","SP","12/2020","86.28"
"351230","CONCHAS","SP","12/2020","84.93"
"351240","CORDEIRÓPOLIS","SP","12/2020","83.99"
"351250","COROADOS","SP","12/2020","92.08"
"351260","CORONEL MACEDO","SP","12/2020","83.92"
"351270","CORUMBATAÍ","SP","12/2020","81.90"
"351280","COSMÓPOLIS","SP","12/2020","82.16"
"351290","COSMORAMA","SP","12/2020","89.62"
"351300","COTIA","SP","12/2020","81.45"
"351310","CRAVINHOS","SP","12/2020","84.62"
"351320","CRISTAIS PAULISTA","SP","12/2020","85.75"
"351330","CRUZÁLIA","SP","12/2020","37.65"
"351340","CRUZEIRO","SP","12/2020","81.42"
"351350","CUBATÃO","SP","12/2020","75.78"
"351360","CUNHA","SP","12/2020","81.43"
"351370","DESCALVADO","SP","12/2020","81.17"
"351380","DIADEMA","SP","12/2020","80.67"
"351385","DIRCE REIS","SP","12/2020","96.66"
"351390","DIVINOLÂNDIA","SP","12/2020","81.38"
"351400","DOBRADA","SP","12/2020","86.52"
"351410","DOIS CÓRREGOS","SP","12/2020","85.78"
"351420","DOLCINÓPOLIS","SP","12/2020","86.97"
"351430","DOURADO","SP","12/2020","88.92"
"351440","DRACENA","SP","12/2020","77.57"
"351450","DUARTINA","SP","12/2020","84.69"
"351460","DUMONT","SP","12/2020","85.04"
"351470","ECHAPORÃ","SP","12/2020","88.65"
"351480","ELDORADO","SP","12/2020","80.11"
"351490","ELIAS FAUSTO","SP","12/2020","80.23"
"351492","ELISIÁRIO","SP","12/2020","81.36"
"351495","EMBAÚBA","SP","12/2020","69.28"
"351500","EMBU DAS ARTES","SP","12/2020","83.96"
"351510","EMBU-GUAÇU","SP","12/2020","84.93"
"351512","EMILIANÓPOLIS","SP","12/2020","79.31"
"351515","ENGENHEIRO COELHO","SP","12/2020","80.40"
"351518","ESPÍRITO SANTO DO PINHAL","SP","12/2020","83.82"
"351519","ESPÍRITO SANTO DO TURVO","SP","12/2020","91.29"
"351520","ESTRELA DOESTE","SP","12/2020","85.80"
"351530","ESTRELA DO NORTE","SP","12/2020","74.35"
"351535","EUCLIDES DA CUNHA PAULISTA","SP","12/2020","80.02"
"351540","FARTURA","SP","12/2020","85.55"
"351550","FERNANDÓPOLIS","SP","12/2020","87.97"
"351560","FERNANDO PRESTES","SP","12/2020","83.04"
"351565","FERNÃO","SP","12/2020","85.62"
"351570","FERRAZ DE VASCONCELOS","SP","12/2020","82.68"
"351580","FLORA RICA","SP","12/2020","90.34"
"351590","FLOREAL","SP","12/2020","80.98"
"351600","FLÓRIDA PAULISTA","SP","12/2020","78.50"
"351610","FLORÍNEA","SP","12/2020","92.29"
"351620","FRANCA","SP","12/2020","81.20"
"351630","FRANCISCO MORATO","SP","12/2020","80.11"
"351640","FRANCO DA ROCHA","SP","12/2020","86.67"
"351650","GABRIEL MONTEIRO","SP","12/2020","75.00"
"351660","GÁLIA","SP","12/2020","83.36"
"351670","GARÇA","SP","12/2020","88.17"
"351680","GASTÃO VIDIGAL","SP","12/2020","85.87"
"351685","GAVIÃO PEIXOTO","SP","12/2020","88.08"
"351690","GENERAL SALGADO","SP","12/2020","86.46"
"351700","GETULINA","SP","12/2020","91.03"
"351710","GLICÉRIO","SP","12/2020","89.88"
"351720","GUAIÇARA","SP","12/2020","84.32"
"351730","GUAIMBÊ","SP","12/2020","90.76"
"351740","GUAÍRA","SP","12/2020","76.02"
"351750","GUAPIAÇU","SP","12/2020","81.94"
"351760","GUAPIARA","SP","12/2020","83.18"
"351770","GUARÁ","SP","12/2020","78.26"
"351780","GUARAÇAÍ","SP","12/2020","83.67"
"351790","GUARACI","SP","12/2020","80.40"
"351800","GUARANI DOESTE","SP","12/2020","99.15"
"351810","GUARANTÃ","SP","12/2020","86.91"
"351820","GUARARAPES","SP","12/2020","81.04"
"351830","GUARAREMA","SP","12/2020","86.60"
"351840","GUARATINGUETÁ","SP","12/2020","84.04"
"351850","GUAREÍ","SP","12/2020","77.16"
"351860","GUARIBA","SP","12/2020","84.72"
"351870","GUARUJÁ","SP","12/2020","76.62"
"351880","GUARULHOS","SP","12/2020","78.33"
"351885","GUATAPARÁ","SP","12/2020","89.59"
"351890","GUZOLÂNDIA","SP","12/2020","89.07"
"351900","HERCULÂNDIA","SP","12/2020","88.76"
"351905","HOLAMBRA","SP","12/2020","79.85"
"351907","HORTOLÂNDIA","SP","12/2020","83.24"
"351910","IACANGA","SP","12/2020","87.79"
"351920","IACRI","SP","12/2020","75.69"
"351925","IARAS","SP","12/2020","84.03"
"351930","IBATÉ","SP","12/2020","81.84"
"351940","IBIRÁ","SP","12/2020","84.89"
"351950","IBIRAREMA","SP","12/2020","88.47"
"351960","IBITINGA","SP","12/2020","85.31"
"351970","IBIÚNA","SP","12/2020","82.55"
"351980","ICÉM","SP","12/2020","85.09"
"351990","IEPÊ","SP","12/2020","88.35"
"352000","IGARAÇU DO TIETÊ","SP","12/2020","94.30"
"352010","IGARAPAVA","SP","12/2020","83.55"
"352020","IGARATÁ","SP","12/2020","76.58"
"352030","IGUAPE","SP","12/2020","87.30"
"352040","ILHABELA","SP","12/2020","89.65"
"352042","ILHA COMPRIDA","SP","12/2020","82.32"
"352044","ILHA SOLTEIRA","SP","12/2020","79.05"
"352050","INDAIATUBA","SP","12/2020","78.90"
"352060","INDIANA","SP","12/2020","79.53"
"352070","INDIAPORÃ","SP","12/2020","86.98"
"352080","INÚBIA PAULISTA","SP","12/2020","75.17"
"352090","IPAUSSU","SP","12/2020","87.66"
"352100","IPERÓ","SP","12/2020","82.98"
"352110","IPEÚNA","SP","12/2020","82.83"
"352115","IPIGUÁ","SP","12/2020","81.25"
"352120","IPORANGA","SP","12/2020","91.66"
"352130","IPUÃ","SP","12/2020","86.42"
"352140","IRACEMÁPOLIS","SP","12/2020","75.62"
"352150","IRAPUÃ","SP","12/2020","84.62"
"352160","IRAPURU","SP","12/2020","87.35"
"352170","ITABERÁ","SP","12/2020","80.24"
"352180","ITAÍ","SP","12/2020","76.59"
"352190","ITAJOBI","SP","12/2020","81.91"
"352200","ITAJU","SP","12/2020","89.60"
"352210","ITANHAÉM","SP","12/2020","81.65"
"352215","ITAOCA","SP","12/2020","98.79"
"352220","ITAPECERICA DA SERRA","SP","12/2020","81.27"
"352230","ITAPETININGA","SP","12/2020","85.27"
"352240","ITAPEVA","SP","12/2020","77.12"
"352250","ITAPEVI","SP","12/2020","81.39"
"352260","ITAPIRA","SP","12/2020","85.07"
"352265","ITAPIRAPUÃ PAULISTA","SP","12/2020","86.54"
"352270","ITÁPOLIS","SP","12/2020","76.53"
"352280","ITAPORANGA","SP","12/2020","88.32"
"352290","ITAPUÍ","SP","12/2020","88.03"
"352300","ITAPURA","SP","12/2020","80.94"
"352310","ITAQUAQUECETUBA","SP","12/2020","81.54"
"352320","ITARARÉ","SP","12/2020","83.89"
"352330","ITARIRI","SP","12/2020","82.76"
"352340","ITATIBA","SP","12/2020","83.76"
"352350","ITATINGA","SP","12/2020","89.68"
"352360","ITIRAPINA","SP","12/2020","81.32"
"352370","ITIRAPUÃ","SP","12/2020","84.71"
"352380","ITOBI","SP","12/2020","78.86"
"352390","ITU","SP","12/2020","83.49"
"352400","ITUPEVA","SP","12/2020","85.92"
"352410","ITUVERAVA","SP","12/2020","85.02"
"352420","JABORANDI","SP","12/2020","85.42"
"352430","JABOTICABAL","SP","12/2020","83.29"
"352440","JACAREÍ","SP","12/2020","79.06"
"352450","JACI","SP","12/2020","74.93"
"352460","JACUPIRANGA","SP","12/2020","83.24"
"352470","JAGUARIÚNA","SP","12/2020","82.68"
"352480","JALES","SP","12/2020","84.77"
"352490","JAMBEIRO","SP","12/2020","85.97"
"352500","JANDIRA","SP","12/2020","80.17"
"352510","JARDINÓPOLIS","SP","12/2020","77.33"
"352520","JARINU","SP","12/2020","81.29"
"352530","JAÚ","SP","12/2020","85.36"
"352540","JERIQUARA","SP","12/2020","95.54"
"352550","JOANÓPOLIS","SP","12/2020","98.39"
"352560","JOÃO RAMALHO","SP","12/2020","88.14"
"352570","JOSÉ BONIFÁCIO","SP","12/2020","89.35"
"352580","JÚLIO MESQUITA","SP","12/2020","83.64"
"352585","JUMIRIM","SP","12/2020","83.91"
"352590","JUNDIAÍ","SP","12/2020","77.81"
"352600","JUNQUEIRÓPOLIS","SP","12/2020","86.71"
"352610","JUQUIÁ","SP","12/2020","82.81"
"352620","JUQUITIBA","SP","12/2020","86.69"
"352630","LAGOINHA","SP","12/2020","77.12"
"352640","LARANJAL PAULISTA","SP","12/2020","87.74"
"352650","LAVÍNIA","SP","12/2020","75.86"
"352660","LAVRINHAS","SP","12/2020","84.29"
"352670","LEME","SP","12/2020","79.53"
"352680","LENÇÓIS PAULISTA","SP","12/2020","97.31"
"352690","LIMEIRA","SP","12/2020","81.10"
"352700","LINDÓIA","SP","12/2020","75.72"
"352710","LINS","SP","12/2020","86.38"
"352720","LORENA","SP","12/2020","78.96"
"352725","LOURDES","SP","12/2020","93.87"
"352730","LOUVEIRA","SP","12/2020","85.39"
"352740","LUCÉLIA","SP","12/2020","88.67"
"352750","LUCIANÓPOLIS","SP","12/2020","85.65"
"352760","LUÍS ANTÔNIO","SP","12/2020","85.87"
"352770","LUIZIÂNIA","SP","12/2020","82.77"
"352780","LUPÉRCIO","SP","12/2020","83.56"
"352790","LUTÉCIA","SP","12/2020","91.40"
"352800","MACATUBA","SP","12/2020","88.21"
"352810","MACAUBAL","SP","12/2020","85.44"
"352820","MACEDÔNIA","SP","12/2020","81.54"
"352830","MAGDA","SP","12/2020","90.03"
"352840","MAIRINQUE","SP","12/2020","81.13"
"352850","MAIRIPORÃ","SP","12/2020","75.60"
"352860","MANDURI","SP","12/2020","87.98"
"352870","MARABÁ PAULISTA","SP","12/2020","81.26"
"352880","MARACAÍ","SP","12/2020","82.59"
"352885","MARAPOAMA","SP","12/2020","86.54"
"352890","MARIÁPOLIS","SP","12/2020","85.58"
"352900","MARÍLIA","SP","12/2020","80.99"
"352910","MARINÓPOLIS","SP","12/2020","91.85"
"352920","MARTINÓPOLIS","SP","12/2020","85.50"
"352930","MATÃO","SP","12/2020","81.09"
"352940","MAUÁ","SP","12/2020","72.22"
"352950","MENDONÇA","SP","12/2020","90.35"
"352960","MERIDIANO","SP","12/2020","88.57"
"352965","MESÓPOLIS","SP","12/2020","76.35"
"352970","MIGUELÓPOLIS","SP","12/2020","81.54"
"352980","MINEIROS DO TIETÊ","SP","12/2020","86.06"
"352990","MIRACATU","SP","12/2020","87.14"
"353000","MIRA ESTRELA","SP","12/2020","84.42"
"353010","MIRANDÓPOLIS","SP","12/2020","79.98"
"353020","MIRANTE DO PARANAPANEMA","SP","12/2020","88.16"
"353030","MIRASSOL","SP","12/2020","83.03"
"353040","MIRASSOLÂNDIA","SP","12/2020","85.46"
"353050","MOCOCA","SP","12/2020","79.26"
"353060","MOGI DAS CRUZES","SP","12/2020","81.98"
"353070","MOGI GUAÇU","SP","12/2020","78.16"
"353080","MOGI MIRIM","SP","12/2020","80.95"
"353090","MOMBUCA","SP","12/2020","87.74"
"353100","MONÇÕES","SP","12/2020","82.53"
"353110","MONGAGUÁ","SP","12/2020","78.92"
"353120","MONTE ALEGRE DO SUL","SP","12/2020","85.61"
"353130","MONTE ALTO","SP","12/2020","76.62"
"353140","MONTE APRAZÍVEL","SP","12/2020","90.15"
"353150","MONTE AZUL PAULISTA","SP","12/2020","80.82"
"353160","MONTE CASTELO","SP","12/2020","80.86"
"353170","MONTEIRO LOBATO","SP","12/2020","79.48"
"353180","MONTE MOR","SP","12/2020","87.65"
"353190","MORRO AGUDO","SP","12/2020","82.46"
"353200","MORUNGABA","SP","12/2020","91.51"
"353205","MOTUCA","SP","12/2020","88.05"
"353210","MURUTINGA DO SUL","SP","12/2020","81.89"
"353215","NANTES","SP","12/2020","85.47"
"353220","NARANDIBA","SP","12/2020","88.68"
"353230","NATIVIDADE DA SERRA","SP","12/2020","79.05"
"353240","NAZARÉ PAULISTA","SP","12/2020","84.94"
"353250","NEVES PAULISTA","SP","12/2020","90.09"
"353260","NHANDEARA","SP","12/2020","82.55"
"353270","NIPOÃ","SP","12/2020","85.35"
"353280","NOVA ALIANÇA","SP","12/2020","82.07"
"353282","NOVA CAMPINA","SP","12/2020","87.56"
"353284","NOVA CANAÃ PAULISTA","SP","12/2020","72.77"
"353286","NOVA CASTILHO","SP","12/2020","90.42"
"353290","NOVA EUROPA","SP","12/2020","91.68"
"353300","NOVA GRANADA","SP","12/2020","83.82"
"353310","NOVA GUATAPORANGA","SP","12/2020","85.34"
"353320","NOVA INDEPENDÊNCIA","SP","12/2020","78.19"
"353325","NOVAIS","SP","12/2020","86.07"
"353330","NOVA LUZITÂNIA","SP","12/2020","83.48"
"353340","NOVA ODESSA","SP","12/2020","81.92"
"353350","NOVO HORIZONTE","SP","12/2020","79.39"
"353360","NUPORANGA","SP","12/2020","85.05"
"353370","OCAUÇU","SP","12/2020","77.87"
"353380","ÓLEO","SP","12/2020","86.04"
"353390","OLÍMPIA","SP","12/2020","87.53"
"353400","ONDA VERDE","SP","12/2020","84.34"
"353410","ORIENTE","SP","12/2020","78.49"
"353420","ORINDIÚVA","SP","12/2020","80.82"
"353430","ORLÂNDIA","SP","12/2020","83.25"
"353440","OSASCO","SP","12/2020","81.59"
"353450","OSCAR BRESSANE","SP","12/2020","80.95"
"353460","OSVALDO CRUZ","SP","12/2020","88.80"
"353470","OURINHOS","SP","12/2020","86.69"
"353475","OUROESTE","SP","12/2020","87.67"
"353480","OURO VERDE","SP","12/2020","86.70"
"353490","PACAEMBU","SP","12/2020","83.52"
"353500","PALESTINA","SP","12/2020","81.55"
"353510","PALMARES PAULISTA","SP","12/2020","84.91"
"353520","PALMEIRA DOESTE","SP","12/2020","82.51"
"353530","PALMITAL","SP","12/2020","77.65"
"353540","PANORAMA","SP","12/2020","89.36"
"353550","PARAGUAÇU PAULISTA","SP","12/2020","86.41"
"353560","PARAIBUNA","SP","12/2020","81.57"
"353570","PARAÍSO","SP","12/2020","83.57"
"353580","PARANAPANEMA","SP","12/2020","81.13"
"353590","PARANAPUÃ","SP","12/2020","84.39"
"353600","PARAPUÃ","SP","12/2020","84.69"
"353610","PARDINHO","SP","12/2020","72.35"
"353620","PARIQUERA-AÇU","SP","12/2020","84.13"
"353625","PARISI","SP","12/2020","80.44"
"353630","PATROCÍNIO PAULISTA","SP","12/2020","83.59"
"353640","PAULICÉIA","SP","12/2020","85.59"
"353650","PAULÍNIA","SP","12/2020","77.57"
"353657","PAULISTÂNIA","SP","12/2020","88.75"
"353660","PAULO DE FARIA","SP","12/2020","89.69"
"353670","PEDERNEIRAS","SP","12/2020","84.12"
"353680","PEDRA BELA","SP","12/2020","68.73"
"353690","PEDRANÓPOLIS","SP","12/2020","74.34"
"353700","PEDREGULHO","SP","12/2020","83.01"
"353710","PEDREIRA","SP","12/2020","91.96"
"353715","PEDRINHAS PAULISTA","SP","12/2020","85.60"
"353720","PEDRO DE TOLEDO","SP","12/2020","84.57"
"353730","PENÁPOLIS","SP","12/2020","78.12"
"353740","PEREIRA BARRETO","SP","12/2020","84.15"
"353750","PEREIRAS","SP","12/2020","87.38"
"353760","PERUÍBE","SP","12/2020","82.78"
"353770","PIACATU","SP","12/2020","94.05"
"353780","PIEDADE","SP","12/2020","79.59"
