"Código","Unidade Territorial","UF","Referência","Famílias beneficiárias do Programa Bolsa Família"
"350610","BEBEDOURO","SP","10/2019","2285"
"350620","BENTO DE ABREU","SP","10/2019","120"
"350630","BERNARDINO DE CAMPOS","SP","10/2019","588"
"350635","BERTIOGA","SP","10/2019","3187"
"350640","BILAC","SP","10/2019","194"
"350650","BIRIGUI","SP","10/2019","2011"
"350660","BIRITIBA MIRIM","SP","10/2019","1849"
"350670","BOA ESPERANÇA DO SUL","SP","10/2019","842"
"350680","BOCAINA","SP","10/2019","337"
"350690","BOFETE","SP","10/2019","458"
"350700","BOITUVA","SP","10/2019","1660"
"350710","BOM JESUS DOS PERDÕES","SP","10/2019","1266"
"350715","BOM SUCESSO DE ITARARÉ","SP","10/2019","384"
"350720","BORÁ","SP","10/2019","54"
"350730","BORACÉIA","SP","10/2019","272"
"350740","BORBOREMA","SP","10/2019","402"
"350745","BOREBI","SP","10/2019","140"
"350750","BOTUCATU","SP","10/2019","3274"
"350760","BRAGANÇA PAULISTA","SP","10/2019","3863"
"350770","BRAÚNA","SP","10/2019","361"
"350775","BREJO ALEGRE","SP","10/2019","195"
"350780","BRODOWSKI","SP","10/2019","564"
"350790","BROTAS","SP","10/2019","316"
"350800","BURI","SP","10/2019","1599"
"350810","BURITAMA","SP","10/2019","1072"
"350820","BURITIZAL","SP","10/2019","223"
"350830","CABRÁLIA PAULISTA","SP","10/2019","190"
"350840","CABREÚVA","SP","10/2019","1004"
"350850","CAÇAPAVA","SP","10/2019","2305"
"350860","CACHOEIRA PAULISTA","SP","10/2019","1997"
"350870","CACONDE","SP","10/2019","1090"
"350880","CAFELÂNDIA","SP","10/2019","360"
"350890","CAIABU","SP","10/2019","135"
"350900","CAIEIRAS","SP","10/2019","1501"
"350910","CAIUÁ","SP","10/2019","443"
"350920","CAJAMAR","SP","10/2019","6285"
"350925","CAJATI","SP","10/2019","1577"
"350930","CAJOBI","SP","10/2019","526"
"350940","CAJURU","SP","10/2019","934"
"350945","CAMPINA DO MONTE ALEGRE","SP","10/2019","274"
"350950","CAMPINAS","SP","10/2019","34918"
"350960","CAMPO LIMPO PAULISTA","SP","10/2019","2543"
"350970","CAMPOS DO JORDÃO","SP","10/2019","861"
"350980","CAMPOS NOVOS PAULISTA","SP","10/2019","265"
"350990","CANANÉIA","SP","10/2019","607"
"350995","CANAS","SP","10/2019","399"
"351000","CÂNDIDO MOTA","SP","10/2019","818"
"351010","CÂNDIDO RODRIGUES","SP","10/2019","97"
"351015","CANITAR","SP","10/2019","312"
"351020","CAPÃO BONITO","SP","10/2019","3584"
"351030","CAPELA DO ALTO","SP","10/2019","1159"
"351040","CAPIVARI","SP","10/2019","2827"
"351050","CARAGUATATUBA","SP","10/2019","5199"
"351060","CARAPICUÍBA","SP","10/2019","20417"
"351070","CARDOSO","SP","10/2019","232"
"351080","CASA BRANCA","SP","10/2019","1089"
"351090","CÁSSIA DOS COQUEIROS","SP","10/2019","81"
"351100","CASTILHO","SP","10/2019","520"
"351110","CATANDUVA","SP","10/2019","1625"
"351120","CATIGUÁ","SP","10/2019","226"
"351130","CEDRAL","SP","10/2019","105"
"351140","CERQUEIRA CÉSAR","SP","10/2019","596"
"351150","CERQUILHO","SP","10/2019","548"
"351160","CESÁRIO LANGE","SP","10/2019","358"
"351170","CHARQUEADA","SP","10/2019","719"
"351190","CLEMENTINA","SP","10/2019","283"
"351200","COLINA","SP","10/2019","680"
"351210","COLÔMBIA","SP","10/2019","495"
"351220","CONCHAL","SP","10/2019","1608"
"351230","CONCHAS","SP","10/2019","641"
"351240","CORDEIRÓPOLIS","SP","10/2019","632"
"351250","COROADOS","SP","10/2019","256"
"351260","CORONEL MACEDO","SP","10/2019","237"
"351270","CORUMBATAÍ","SP","10/2019","153"
"351280","COSMÓPOLIS","SP","10/2019","1221"
"351290","COSMORAMA","SP","10/2019","394"
"351300","COTIA","SP","10/2019","4450"
"351310","CRAVINHOS","SP","10/2019","1438"
"351320","CRISTAIS PAULISTA","SP","10/2019","296"
"351330","CRUZÁLIA","SP","10/2019","63"
"351340","CRUZEIRO","SP","10/2019","2557"
"351350","CUBATÃO","SP","10/2019","5975"
"351360","CUNHA","SP","10/2019","1596"
"351370","DESCALVADO","SP","10/2019","612"
"351380","DIADEMA","SP","10/2019","16338"
"351385","DIRCE REIS","SP","10/2019","49"
"351390","DIVINOLÂNDIA","SP","10/2019","459"
"351400","DOBRADA","SP","10/2019","434"
"351410","DOIS CÓRREGOS","SP","10/2019","883"
"351420","DOLCINÓPOLIS","SP","10/2019","78"
"351430","DOURADO","SP","10/2019","443"
"351440","DRACENA","SP","10/2019","739"
"351450","DUARTINA","SP","10/2019","426"
"351460","DUMONT","SP","10/2019","344"
"351470","ECHAPORÃ","SP","10/2019","491"
"351480","ELDORADO","SP","10/2019","1017"
"351490","ELIAS FAUSTO","SP","10/2019","1023"
"351492","ELISIÁRIO","SP","10/2019","153"
"351495","EMBAÚBA","SP","10/2019","57"
"351500","EMBU DAS ARTES","SP","10/2019","14096"
"351510","EMBU-GUAÇU","SP","10/2019","5014"
"351512","EMILIANÓPOLIS","SP","10/2019","132"
"351515","ENGENHEIRO COELHO","SP","10/2019","609"
"351518","ESPÍRITO SANTO DO PINHAL","SP","10/2019","752"
"351519","ESPÍRITO SANTO DO TURVO","SP","10/2019","107"
"351520","ESTRELA DOESTE","SP","10/2019","183"
"351530","ESTRELA DO NORTE","SP","10/2019","68"
"351535","EUCLIDES DA CUNHA PAULISTA","SP","10/2019","804"
"351540","FARTURA","SP","10/2019","546"
"351550","FERNANDÓPOLIS","SP","10/2019","2199"
"351560","FERNANDO PRESTES","SP","10/2019","142"
"351565","FERNÃO","SP","10/2019","63"
"351570","FERRAZ DE VASCONCELOS","SP","10/2019","8264"
"351580","FLORA RICA","SP","10/2019","68"
"351590","FLOREAL","SP","10/2019","119"
"351600","FLÓRIDA PAULISTA","SP","10/2019","601"
"351610","FLORÍNEA","SP","10/2019","222"
"351620","FRANCA","SP","10/2019","6936"
"351630","FRANCISCO MORATO","SP","10/2019","11369"
"351640","FRANCO DA ROCHA","SP","10/2019","7267"
"351650","GABRIEL MONTEIRO","SP","10/2019","53"
"351660","GÁLIA","SP","10/2019","128"
"351670","GARÇA","SP","10/2019","1925"
"351680","GASTÃO VIDIGAL","SP","10/2019","89"
"351685","GAVIÃO PEIXOTO","SP","10/2019","159"
"351690","GENERAL SALGADO","SP","10/2019","244"
"351700","GETULINA","SP","10/2019","489"
"351710","GLICÉRIO","SP","10/2019","227"
"351720","GUAIÇARA","SP","10/2019","383"
"351730","GUAIMBÊ","SP","10/2019","444"
"351740","GUAÍRA","SP","10/2019","1440"
"351750","GUAPIAÇU","SP","10/2019","280"
"351760","GUAPIARA","SP","10/2019","999"
"351770","GUARÁ","SP","10/2019","801"
"351780","GUARAÇAÍ","SP","10/2019","268"
"351790","GUARACI","SP","10/2019","606"
"351800","GUARANI DOESTE","SP","10/2019","91"
"351810","GUARANTÃ","SP","10/2019","499"
"351820","GUARARAPES","SP","10/2019","659"
"351830","GUARAREMA","SP","10/2019","1879"
"351840","GUARATINGUETÁ","SP","10/2019","2877"
"351850","GUAREÍ","SP","10/2019","424"
"351860","GUARIBA","SP","10/2019","1235"
"351870","GUARUJÁ","SP","10/2019","8500"
"351880","GUARULHOS","SP","10/2019","39181"
"351885","GUATAPARÁ","SP","10/2019","394"
"351890","GUZOLÂNDIA","SP","10/2019","159"
"351900","HERCULÂNDIA","SP","10/2019","463"
"351905","HOLAMBRA","SP","10/2019","69"
"351907","HORTOLÂNDIA","SP","10/2019","9183"
"351910","IACANGA","SP","10/2019","461"
"351920","IACRI","SP","10/2019","273"
"351925","IARAS","SP","10/2019","316"
"351930","IBATÉ","SP","10/2019","2012"
"351940","IBIRÁ","SP","10/2019","431"
"351950","IBIRAREMA","SP","10/2019","676"
"351960","IBITINGA","SP","10/2019","1895"
"351970","IBIÚNA","SP","10/2019","2925"
"351980","ICÉM","SP","10/2019","351"
"351990","IEPÊ","SP","10/2019","414"
"352000","IGARAÇU DO TIETÊ","SP","10/2019","1382"
"352010","IGARAPAVA","SP","10/2019","587"
"352020","IGARATÁ","SP","10/2019","592"
"352030","IGUAPE","SP","10/2019","2525"
"352040","ILHABELA","SP","10/2019","581"
"352042","ILHA COMPRIDA","SP","10/2019","764"
"352044","ILHA SOLTEIRA","SP","10/2019","316"
"352050","INDAIATUBA","SP","10/2019","2171"
"352060","INDIANA","SP","10/2019","231"
"352070","INDIAPORÃ","SP","10/2019","233"
"352080","INÚBIA PAULISTA","SP","10/2019","102"
"352090","IPAUSSU","SP","10/2019","494"
"352100","IPERÓ","SP","10/2019","1337"
"352110","IPEÚNA","SP","10/2019","205"
"352115","IPIGUÁ","SP","10/2019","203"
"352120","IPORANGA","SP","10/2019","370"
"352130","IPUÃ","SP","10/2019","580"
"352140","IRACEMÁPOLIS","SP","10/2019","375"
"352150","IRAPUÃ","SP","10/2019","350"
"352160","IRAPURU","SP","10/2019","413"
"352170","ITABERÁ","SP","10/2019","1340"
"352180","ITAÍ","SP","10/2019","842"
"352190","ITAJOBI","SP","10/2019","390"
"352200","ITAJU","SP","10/2019","89"
"352210","ITANHAÉM","SP","10/2019","9386"
"352215","ITAOCA","SP","10/2019","347"
"352220","ITAPECERICA DA SERRA","SP","10/2019","4671"
"352230","ITAPETININGA","SP","10/2019","4353"
"352240","ITAPEVA","SP","10/2019","3866"
"352250","ITAPEVI","SP","10/2019","10615"
"352260","ITAPIRA","SP","10/2019","1652"
"352265","ITAPIRAPUÃ PAULISTA","SP","10/2019","531"
"352270","ITÁPOLIS","SP","10/2019","469"
"352280","ITAPORANGA","SP","10/2019","1109"
"352290","ITAPUÍ","SP","10/2019","466"
"352300","ITAPURA","SP","10/2019","317"
"352310","ITAQUAQUECETUBA","SP","10/2019","16628"
"352320","ITARARÉ","SP","10/2019","2620"
"352330","ITARIRI","SP","10/2019","854"
"352340","ITATIBA","SP","10/2019","1705"
"352350","ITATINGA","SP","10/2019","776"
"352360","ITIRAPINA","SP","10/2019","705"
"352370","ITIRAPUÃ","SP","10/2019","651"
"352380","ITOBI","SP","10/2019","278"
"352390","ITU","SP","10/2019","5348"
"352400","ITUPEVA","SP","10/2019","1622"
"352410","ITUVERAVA","SP","10/2019","1321"
"352420","JABORANDI","SP","10/2019","238"
"352430","JABOTICABAL","SP","10/2019","2608"
"352440","JACAREÍ","SP","10/2019","6142"
"352450","JACI","SP","10/2019","125"
"352460","JACUPIRANGA","SP","10/2019","917"
"352470","JAGUARIÚNA","SP","10/2019","1103"
"352480","JALES","SP","10/2019","1028"
"352490","JAMBEIRO","SP","10/2019","233"
"352500","JANDIRA","SP","10/2019","2700"
"352510","JARDINÓPOLIS","SP","10/2019","1264"
"352520","JARINU","SP","10/2019","998"
"352530","JAÚ","SP","10/2019","1922"
"352540","JERIQUARA","SP","10/2019","174"
"352550","JOANÓPOLIS","SP","10/2019","300"
"352560","JOÃO RAMALHO","SP","10/2019","202"
"352570","JOSÉ BONIFÁCIO","SP","10/2019","422"
"352580","JÚLIO MESQUITA","SP","10/2019","316"
"352585","JUMIRIM","SP","10/2019","74"
"352590","JUNDIAÍ","SP","10/2019","4242"
"352600","JUNQUEIRÓPOLIS","SP","10/2019","815"
"352610","JUQUIÁ","SP","10/2019","1028"
"352620","JUQUITIBA","SP","10/2019","2291"
"352630","LAGOINHA","SP","10/2019","309"
"352640","LARANJAL PAULISTA","SP","10/2019","1113"
"352650","LAVÍNIA","SP","10/2019","152"
"352660","LAVRINHAS","SP","10/2019","412"
"352670","LEME","SP","10/2019","1803"
"352680","LENÇÓIS PAULISTA","SP","10/2019","1203"
"352690","LIMEIRA","SP","10/2019","11229"
"352700","LINDÓIA","SP","10/2019","166"
"352710","LINS","SP","10/2019","1761"
"352720","LORENA","SP","10/2019","2823"
"352725","LOURDES","SP","10/2019","108"
"352730","LOUVEIRA","SP","10/2019","1148"
"352740","LUCÉLIA","SP","10/2019","901"
"352750","LUCIANÓPOLIS","SP","10/2019","83"
"352760","LUÍS ANTÔNIO","SP","10/2019","564"
"352770","LUIZIÂNIA","SP","10/2019","286"
"352780","LUPÉRCIO","SP","10/2019","158"
"352790","LUTÉCIA","SP","10/2019","129"
"352800","MACATUBA","SP","10/2019","298"
"352810","MACAUBAL","SP","10/2019","377"
"352820","MACEDÔNIA","SP","10/2019","106"
"352830","MAGDA","SP","10/2019","47"
"352840","MAIRINQUE","SP","10/2019","1565"
"352850","MAIRIPORÃ","SP","10/2019","2825"
"352860","MANDURI","SP","10/2019","286"
"352870","MARABÁ PAULISTA","SP","10/2019","365"
"352880","MARACAÍ","SP","10/2019","667"
"352885","MARAPOAMA","SP","10/2019","120"
"352890","MARIÁPOLIS","SP","10/2019","241"
"352900","MARÍLIA","SP","10/2019","5521"
"352910","MARINÓPOLIS","SP","10/2019","63"
"352920","MARTINÓPOLIS","SP","10/2019","1123"
"352930","MATÃO","SP","10/2019","1959"
"352940","MAUÁ","SP","10/2019","6417"
"352950","MENDONÇA","SP","10/2019","68"
"352960","MERIDIANO","SP","10/2019","104"
"352965","MESÓPOLIS","SP","10/2019","54"
"352970","MIGUELÓPOLIS","SP","10/2019","1381"
"352980","MINEIROS DO TIETÊ","SP","10/2019","638"
"352990","MIRACATU","SP","10/2019","1818"
"353000","MIRA ESTRELA","SP","10/2019","72"
"353010","MIRANDÓPOLIS","SP","10/2019","759"
"353020","MIRANTE DO PARANAPANEMA","SP","10/2019","872"
"353030","MIRASSOL","SP","10/2019","979"
"353040","MIRASSOLÂNDIA","SP","10/2019","228"
"353050","MOCOCA","SP","10/2019","1958"
"353060","MOGI DAS CRUZES","SP","10/2019","25833"
"353070","MOGI GUAÇU","SP","10/2019","2759"
"353080","MOGI MIRIM","SP","10/2019","1207"
"353090","MOMBUCA","SP","10/2019","219"
"353100","MONÇÕES","SP","10/2019","42"
"353110","MONGAGUÁ","SP","10/2019","3499"
"353120","MONTE ALEGRE DO SUL","SP","10/2019","106"
"353130","MONTE ALTO","SP","10/2019","599"
"353140","MONTE APRAZÍVEL","SP","10/2019","1100"
"353150","MONTE AZUL PAULISTA","SP","10/2019","469"
"353160","MONTE CASTELO","SP","10/2019","185"
"353170","MONTEIRO LOBATO","SP","10/2019","183"
"353180","MONTE MOR","SP","10/2019","4591"
"353190","MORRO AGUDO","SP","10/2019","1537"
"353200","MORUNGABA","SP","10/2019","292"
"353205","MOTUCA","SP","10/2019","151"
"353210","MURUTINGA DO SUL","SP","10/2019","342"
"353215","NANTES","SP","10/2019","138"
"353220","NARANDIBA","SP","10/2019","112"
"353230","NATIVIDADE DA SERRA","SP","10/2019","337"
"353240","NAZARÉ PAULISTA","SP","10/2019","996"
"353250","NEVES PAULISTA","SP","10/2019","385"
"353260","NHANDEARA","SP","10/2019","268"
"353270","NIPOÃ","SP","10/2019","330"
"353280","NOVA ALIANÇA","SP","10/2019","169"
"353282","NOVA CAMPINA","SP","10/2019","878"
"353284","NOVA CANAÃ PAULISTA","SP","10/2019","70"
"353286","NOVA CASTILHO","SP","10/2019","42"
"353290","NOVA EUROPA","SP","10/2019","444"
"353300","NOVA GRANADA","SP","10/2019","629"
"353310","NOVA GUATAPORANGA","SP","10/2019","164"
"353320","NOVA INDEPENDÊNCIA","SP","10/2019","343"
"353325","NOVAIS","SP","10/2019","155"
"353330","NOVA LUZITÂNIA","SP","10/2019","159"
"353340","NOVA ODESSA","SP","10/2019","847"
"353350","NOVO HORIZONTE","SP","10/2019","802"
"353360","NUPORANGA","SP","10/2019","216"
"353370","OCAUÇU","SP","10/2019","259"
"353380","ÓLEO","SP","10/2019","100"
"353390","OLÍMPIA","SP","10/2019","1944"
"353400","ONDA VERDE","SP","10/2019","114"
"353410","ORIENTE","SP","10/2019","233"
"353420","ORINDIÚVA","SP","10/2019","65"
"353430","ORLÂNDIA","SP","10/2019","779"
"353440","OSASCO","SP","10/2019","23199"
"353450","OSCAR BRESSANE","SP","10/2019","119"
"353460","OSVALDO CRUZ","SP","10/2019","1113"
"353470","OURINHOS","SP","10/2019","2392"
"353475","OUROESTE","SP","10/2019","461"
"353480","OURO VERDE","SP","10/2019","810"
"353490","PACAEMBU","SP","10/2019","340"
"353500","PALESTINA","SP","10/2019","455"
"353510","PALMARES PAULISTA","SP","10/2019","205"
"353520","PALMEIRA DOESTE","SP","10/2019","331"
"353530","PALMITAL","SP","10/2019","1009"
"353540","PANORAMA","SP","10/2019","979"
"353550","PARAGUAÇU PAULISTA","SP","10/2019","2621"
"353560","PARAIBUNA","SP","10/2019","636"
"353570","PARAÍSO","SP","10/2019","212"
"353580","PARANAPANEMA","SP","10/2019","812"
"353590","PARANAPUÃ","SP","10/2019","193"
"353600","PARAPUÃ","SP","10/2019","672"
"353610","PARDINHO","SP","10/2019","129"
"353620","PARIQUERA-AÇU","SP","10/2019","769"
"353625","PARISI","SP","10/2019","157"
"353630","PATROCÍNIO PAULISTA","SP","10/2019","402"
"353640","PAULICÉIA","SP","10/2019","604"
"353650","PAULÍNIA","SP","10/2019","3033"
"353657","PAULISTÂNIA","SP","10/2019","112"
"353660","PAULO DE FARIA","SP","10/2019","450"
"353670","PEDERNEIRAS","SP","10/2019","1654"
"353680","PEDRA BELA","SP","10/2019","274"
"353690","PEDRANÓPOLIS","SP","10/2019","23"
"353700","PEDREGULHO","SP","10/2019","1033"
"353710","PEDREIRA","SP","10/2019","1193"
"353715","PEDRINHAS PAULISTA","SP","10/2019","72"
"353720","PEDRO DE TOLEDO","SP","10/2019","854"
"353730","PENÁPOLIS","SP","10/2019","1636"
"353740","PEREIRA BARRETO","SP","10/2019","538"
"353750","PEREIRAS","SP","10/2019","176"
"353760","PERUÍBE","SP","10/2019","5416"
"353770","PIACATU","SP","10/2019","97"
"353780","PIEDADE","SP","10/2019","1865"
"353790","PILAR DO SUL","SP","10/2019","735"
"353800","PINDAMONHANGABA","SP","10/2019","6921"
"353810","PINDORAMA","SP","10/2019","321"
"353820","PINHALZINHO","SP","10/2019","494"
"353830","PIQUEROBI","SP","10/2019","206"
"353850","PIQUETE","SP","10/2019","540"
"353860","PIRACAIA","SP","10/2019","1077"
"353870","PIRACICABA","SP","10/2019","9536"
"353880","PIRAJU","SP","10/2019","1226"
"353890","PIRAJUÍ","SP","10/2019","901"
"353900","PIRANGI","SP","10/2019","181"
"353910","PIRAPORA DO BOM JESUS","SP","10/2019","910"
"353920","PIRAPOZINHO","SP","10/2019","518"
"353930","PIRASSUNUNGA","SP","10/2019","1165"
"353940","PIRATININGA","SP","10/2019","278"
"353950","PITANGUEIRAS","SP","10/2019","1364"
"353960","PLANALTO","SP","10/2019","182"
"353970","PLATINA","SP","10/2019","297"
"353980","POÁ","SP","10/2019","6587"
"353990","POLONI","SP","10/2019","250"
"354000","POMPÉIA","SP","10/2019","373"
"354010","PONGAÍ","SP","10/2019","123"
"354020","PONTAL","SP","10/2019","1353"
"354025","PONTALINDA","SP","10/2019","153"
"354030","PONTES GESTAL","SP","10/2019","93"
"354040","POPULINA","SP","10/2019","289"
"354050","PORANGABA","SP","10/2019","246"
"354060","PORTO FELIZ","SP","10/2019","911"
"354070","PORTO FERREIRA","SP","10/2019","963"
"354075","POTIM","SP","10/2019","993"
"354080","POTIRENDABA","SP","10/2019","331"
"354085","PRACINHA","SP","10/2019","184"
"354090","PRADÓPOLIS","SP","10/2019","903"
"354100","PRAIA GRANDE","SP","10/2019","6025"
"354105","PRATÂNIA","SP","10/2019","497"
"354110","PRESIDENTE ALVES","SP","10/2019","113"
"354120","PRESIDENTE BERNARDES","SP","10/2019","411"
"354130","PRESIDENTE EPITÁCIO","SP","10/2019","925"
"354140","PRESIDENTE PRUDENTE","SP","10/2019","5040"
"354150","PRESIDENTE VENCESLAU","SP","10/2019","1062"
"354160","PROMISSÃO","SP","10/2019","1059"
"354165","QUADRA","SP","10/2019","232"
"354170","QUATÁ","SP","10/2019","694"
"354180","QUEIROZ","SP","10/2019","123"
"354190","QUELUZ","SP","10/2019","359"
"354200","QUINTANA","SP","10/2019","384"
"354210","RAFARD","SP","10/2019","333"
"354220","RANCHARIA","SP","10/2019","1117"
"354230","REDENÇÃO DA SERRA","SP","10/2019","323"
"354240","REGENTE FEIJÓ","SP","10/2019","379"
"354250","REGINÓPOLIS","SP","10/2019","141"
"354260","REGISTRO","SP","10/2019","2898"
"354270","RESTINGA","SP","10/2019","348"
"354280","RIBEIRA","SP","10/2019","363"
"354290","RIBEIRÃO BONITO","SP","10/2019","377"
"354300","RIBEIRÃO BRANCO","SP","10/2019","1518"
"354310","RIBEIRÃO CORRENTE","SP","10/2019","231"
"354320","RIBEIRÃO DO SUL","SP","10/2019","251"
"354323","RIBEIRÃO DOS ÍNDIOS","SP","10/2019","124"
"354325","RIBEIRÃO GRANDE","SP","10/2019","373"
"354330","RIBEIRÃO PIRES","SP","10/2019","2920"
"354340","RIBEIRÃO PRETO","SP","10/2019","9162"
"354350","RIVERSUL","SP","10/2019","598"
"354360","RIFAINA","SP","10/2019","97"
"354370","RINCÃO","SP","10/2019","482"
"354380","RINÓPOLIS","SP","10/2019","170"
"354390","RIO CLARO","SP","10/2019","2997"
"354400","RIO DAS PEDRAS","SP","10/2019","496"
"354410","RIO GRANDE DA SERRA","SP","10/2019","2000"
"354420","RIOLÂNDIA","SP","10/2019","607"
"354425","ROSANA","SP","10/2019","840"
"354430","ROSEIRA","SP","10/2019","673"
"354440","RUBIÁCEA","SP","10/2019","143"
"354450","RUBINÉIA","SP","10/2019","61"
"354460","SABINO","SP","10/2019","315"
"354470","SAGRES","SP","10/2019","132"
"354480","SALES","SP","10/2019","438"
"354490","SALES OLIVEIRA","SP","10/2019","300"
"354500","SALESÓPOLIS","SP","10/2019","757"
"354510","SALMOURÃO","SP","10/2019","307"
"354515","SALTINHO","SP","10/2019","83"
"354520","SALTO","SP","10/2019","2083"
"354530","SALTO DE PIRAPORA","SP","10/2019","1432"
"354540","SALTO GRANDE","SP","10/2019","415"
"354550","SANDOVALINA","SP","10/2019","211"
"354560","SANTA ADÉLIA","SP","10/2019","552"
"354570","SANTA ALBERTINA","SP","10/2019","125"
"354580","SANTA BÁRBARA DOESTE","SP","10/2019","2763"
"354600","SANTA BRANCA","SP","10/2019","746"
"354610","SANTA CLARA DOESTE","SP","10/2019","78"
"354620","SANTA CRUZ DA CONCEIÇÃO","SP","10/2019","120"
"354625","SANTA CRUZ DA ESPERANÇA","SP","10/2019","59"
"354630","SANTA CRUZ DAS PALMEIRAS","SP","10/2019","556"
"354640","SANTA CRUZ DO RIO PARDO","SP","10/2019","871"
"354650","SANTA ERNESTINA","SP","10/2019","408"
"354660","SANTA FÉ DO SUL","SP","10/2019","861"
"354670","SANTA GERTRUDES","SP","10/2019","329"
"354680","SANTA ISABEL","SP","10/2019","2003"
"354690","SANTA LÚCIA","SP","10/2019","144"
"354700","SANTA MARIA DA SERRA","SP","10/2019","276"
"354710","SANTA MERCEDES","SP","10/2019","147"
"354720","SANTANA DA PONTE PENSA","SP","10/2019","52"
"354730","SANTANA DE PARNAÍBA","SP","10/2019","3649"
"354740","SANTA RITA DOESTE","SP","10/2019","35"
"354750","SANTA RITA DO PASSA QUATRO","SP","10/2019","705"
"354760","SANTA ROSA DE VITERBO","SP","10/2019","550"
"354765","SANTA SALETE","SP","10/2019","35"
"354770","SANTO ANASTÁCIO","SP","10/2019","838"
"354780","SANTO ANDRÉ","SP","10/2019","21323"
"354790","SANTO ANTÔNIO DA ALEGRIA","SP","10/2019","424"
"354800","SANTO ANTÔNIO DE POSSE","SP","10/2019","1002"
"354805","SANTO ANTÔNIO DO ARACANGUÁ","SP","10/2019","393"
"354810","SANTO ANTÔNIO DO JARDIM","SP","10/2019","109"
"354820","SANTO ANTÔNIO DO PINHAL","SP","10/2019","228"
"354830","SANTO EXPEDITO","SP","10/2019","116"
